[Tue Jun 25 11:54:14 2024] >> 
[Tue Jun 25 11:54:14 2024] >> PROGRAM START
[Tue Jun 25 13:07:27 2024] >> testing accuracy: 0.3431
[Tue Jun 25 13:07:46 2024] >> training [006]: 0.3551
[Tue Jun 25 13:07:48 2024] >> testing accuracy: 0.3507
[Tue Jun 25 13:08:06 2024] >> training [007]: 0.3795
[Tue Jun 25 13:08:08 2024] >> testing accuracy: 0.353
[Tue Jun 25 13:08:27 2024] >> training [008]: 0.4014
[Tue Jun 25 13:08:29 2024] >> testing accuracy: 0.3844
[Tue Jun 25 13:08:48 2024] >> training [009]: 0.4173
[Tue Jun 25 13:08:50 2024] >> testing accuracy: 0.4144
[Tue Jun 25 13:09:08 2024] >> training [010]: 0.4358
[Tue Jun 25 13:09:10 2024] >> testing accuracy: 0.4222
[Tue Jun 25 13:09:29 2024] >> training [011]: 0.4497
[Tue Jun 25 13:09:31 2024] >> testing accuracy: 0.4371
[Tue Jun 25 13:09:50 2024] >> training [012]: 0.4662
[Tue Jun 25 13:09:52 2024] >> testing accuracy: 0.4496
[Tue Jun 25 13:10:11 2024] >> training [013]: 0.4776
[Tue Jun 25 13:10:13 2024] >> testing accuracy: 0.463
[Tue Jun 25 13:10:32 2024] >> training [014]: 0.4936
[Tue Jun 25 13:10:34 2024] >> testing accuracy: 0.4753
[Tue Jun 25 13:10:53 2024] >> training [015]: 0.5067
[Tue Jun 25 13:10:55 2024] >> testing accuracy: 0.4654
[Tue Jun 25 13:11:14 2024] >> training [016]: 0.5185
[Tue Jun 25 13:11:16 2024] >> testing accuracy: 0.4802
[Tue Jun 25 13:11:34 2024] >> training [017]: 0.5274
[Tue Jun 25 13:11:36 2024] >> testing accuracy: 0.4779
[Tue Jun 25 13:11:55 2024] >> training [018]: 0.5410
[Tue Jun 25 13:11:57 2024] >> testing accuracy: 0.5024
[Tue Jun 25 13:12:16 2024] >> training [019]: 0.5508
[Tue Jun 25 13:12:18 2024] >> testing accuracy: 0.506
[Tue Jun 25 13:12:37 2024] >> training [020]: 0.5614
[Tue Jun 25 13:12:39 2024] >> testing accuracy: 0.508
[Tue Jun 25 13:12:57 2024] >> training [021]: 0.5695
[Tue Jun 25 13:12:59 2024] >> testing accuracy: 0.511
[Tue Jun 25 13:13:18 2024] >> training [022]: 0.5761
[Tue Jun 25 13:13:20 2024] >> testing accuracy: 0.5221
[Tue Jun 25 13:13:39 2024] >> training [023]: 0.5880
[Tue Jun 25 13:13:41 2024] >> testing accuracy: 0.5207
[Tue Jun 25 13:14:00 2024] >> training [024]: 0.5967
[Tue Jun 25 13:14:01 2024] >> testing accuracy: 0.5261
[Tue Jun 25 13:14:20 2024] >> training [025]: 0.6023
[Tue Jun 25 13:14:22 2024] >> testing accuracy: 0.5266
[Tue Jun 25 13:14:41 2024] >> training [026]: 0.6127
[Tue Jun 25 13:14:43 2024] >> testing accuracy: 0.5411
[Tue Jun 25 13:15:02 2024] >> training [027]: 0.6212
[Tue Jun 25 13:15:04 2024] >> testing accuracy: 0.5316
[Tue Jun 25 13:15:24 2024] >> training [028]: 0.6269
[Tue Jun 25 13:15:26 2024] >> testing accuracy: 0.5328
[Tue Jun 25 13:15:45 2024] >> training [029]: 0.6377
[Tue Jun 25 13:15:47 2024] >> testing accuracy: 0.5431
[Tue Jun 25 13:16:07 2024] >> training [030]: 0.6427
[Tue Jun 25 13:16:09 2024] >> testing accuracy: 0.5553
[Tue Jun 25 13:16:28 2024] >> training [031]: 0.6484
[Tue Jun 25 13:16:30 2024] >> testing accuracy: 0.5477
[Tue Jun 25 13:16:50 2024] >> training [032]: 0.6584
[Tue Jun 25 13:16:52 2024] >> testing accuracy: 0.5533
[Tue Jun 25 13:17:12 2024] >> training [033]: 0.6652
[Tue Jun 25 13:17:14 2024] >> testing accuracy: 0.5485
[Tue Jun 25 13:17:33 2024] >> training [034]: 0.6733
[Tue Jun 25 13:17:35 2024] >> testing accuracy: 0.5638
[Tue Jun 25 13:17:55 2024] >> training [035]: 0.6795
[Tue Jun 25 13:17:57 2024] >> testing accuracy: 0.5522
[Tue Jun 25 13:18:16 2024] >> training [036]: 0.6852
[Tue Jun 25 13:18:18 2024] >> testing accuracy: 0.5639
[Tue Jun 25 13:18:37 2024] >> training [037]: 0.6948
[Tue Jun 25 13:18:39 2024] >> testing accuracy: 0.5522
[Tue Jun 25 13:18:59 2024] >> training [038]: 0.7019
[Tue Jun 25 13:19:01 2024] >> testing accuracy: 0.5622
[Tue Jun 25 13:19:20 2024] >> training [039]: 0.7081
[Tue Jun 25 13:19:22 2024] >> testing accuracy: 0.5548
[Tue Jun 25 13:19:41 2024] >> training [040]: 0.7137
[Tue Jun 25 13:19:43 2024] >> testing accuracy: 0.5594
[Tue Jun 25 13:20:02 2024] >> training [041]: 0.7185
[Tue Jun 25 13:20:04 2024] >> testing accuracy: 0.551
[Tue Jun 25 13:20:24 2024] >> training [042]: 0.7236
[Tue Jun 25 13:20:26 2024] >> testing accuracy: 0.5619
[Tue Jun 25 13:20:45 2024] >> training [043]: 0.7343
[Tue Jun 25 13:20:47 2024] >> testing accuracy: 0.5613
[Tue Jun 25 13:21:07 2024] >> training [044]: 0.7402
[Tue Jun 25 13:21:09 2024] >> testing accuracy: 0.5648
[Tue Jun 25 13:21:29 2024] >> training [045]: 0.7456
[Tue Jun 25 13:21:31 2024] >> testing accuracy: 0.5678
[Tue Jun 25 13:21:50 2024] >> training [046]: 0.7539
[Tue Jun 25 13:21:52 2024] >> testing accuracy: 0.573
[Tue Jun 25 13:22:12 2024] >> training [047]: 0.7589
[Tue Jun 25 13:22:14 2024] >> testing accuracy: 0.5717
[Tue Jun 25 13:22:34 2024] >> training [048]: 0.7635
[Tue Jun 25 13:22:36 2024] >> testing accuracy: 0.574
[Tue Jun 25 13:22:55 2024] >> training [049]: 0.7721
[Tue Jun 25 13:22:57 2024] >> testing accuracy: 0.5746
[Tue Jun 25 13:23:17 2024] >> training [050]: 0.7730
[Tue Jun 25 13:23:19 2024] >> testing accuracy: 0.5736
[Tue Jun 25 13:23:38 2024] >> training [051]: 0.7768
[Tue Jun 25 13:23:40 2024] >> testing accuracy: 0.5719
[Tue Jun 25 13:24:00 2024] >> training [052]: 0.7851
[Tue Jun 25 13:24:02 2024] >> testing accuracy: 0.576
[Tue Jun 25 13:24:21 2024] >> training [053]: 0.7925
[Tue Jun 25 13:24:23 2024] >> testing accuracy: 0.5795
[Tue Jun 25 13:24:43 2024] >> training [054]: 0.7958
[Tue Jun 25 13:24:45 2024] >> testing accuracy: 0.5829
[Tue Jun 25 13:25:04 2024] >> training [055]: 0.8020
[Tue Jun 25 13:25:06 2024] >> testing accuracy: 0.5794
[Tue Jun 25 13:25:26 2024] >> training [056]: 0.8085
[Tue Jun 25 13:25:28 2024] >> testing accuracy: 0.5767
[Tue Jun 25 13:25:47 2024] >> training [057]: 0.8141
[Tue Jun 25 13:25:49 2024] >> testing accuracy: 0.5776
[Tue Jun 25 13:26:08 2024] >> training [058]: 0.8167
[Tue Jun 25 13:26:10 2024] >> testing accuracy: 0.586
[Tue Jun 25 13:26:30 2024] >> training [059]: 0.8220
[Tue Jun 25 13:26:32 2024] >> testing accuracy: 0.5838
[Tue Jun 25 13:26:51 2024] >> training [060]: 0.8277
[Tue Jun 25 13:26:53 2024] >> testing accuracy: 0.5839
[Tue Jun 25 13:27:12 2024] >> training [061]: 0.8315
[Tue Jun 25 13:27:14 2024] >> testing accuracy: 0.5876
[Tue Jun 25 13:27:32 2024] >> training [062]: 0.8371
[Tue Jun 25 13:27:34 2024] >> testing accuracy: 0.5876
[Tue Jun 25 13:27:53 2024] >> training [063]: 0.8399
[Tue Jun 25 13:27:55 2024] >> testing accuracy: 0.5815
[Tue Jun 25 13:28:14 2024] >> training [064]: 0.8440
[Tue Jun 25 13:28:16 2024] >> testing accuracy: 0.5808
[Tue Jun 25 13:28:35 2024] >> training [065]: 0.8495
[Tue Jun 25 13:28:37 2024] >> testing accuracy: 0.5846
[Tue Jun 25 13:28:57 2024] >> training [066]: 0.8522
[Tue Jun 25 13:28:59 2024] >> testing accuracy: 0.5893
[Tue Jun 25 13:29:18 2024] >> training [067]: 0.8563
[Tue Jun 25 13:29:20 2024] >> testing accuracy: 0.5883
[Tue Jun 25 13:29:40 2024] >> training [068]: 0.8622
[Tue Jun 25 13:29:42 2024] >> testing accuracy: 0.5907
[Tue Jun 25 13:30:01 2024] >> training [069]: 0.8660
[Tue Jun 25 13:30:03 2024] >> testing accuracy: 0.5971
[Tue Jun 25 13:30:22 2024] >> training [070]: 0.8692
[Tue Jun 25 13:30:24 2024] >> testing accuracy: 0.5869
[Tue Jun 25 13:30:43 2024] >> training [071]: 0.8709
[Tue Jun 25 13:30:45 2024] >> testing accuracy: 0.5896
[Tue Jun 25 13:31:04 2024] >> training [072]: 0.8766
[Tue Jun 25 13:31:06 2024] >> testing accuracy: 0.5916
[Tue Jun 25 13:31:25 2024] >> training [073]: 0.8791
[Tue Jun 25 13:31:27 2024] >> testing accuracy: 0.5929
[Tue Jun 25 13:31:46 2024] >> training [074]: 0.8839
[Tue Jun 25 13:31:48 2024] >> testing accuracy: 0.585
[Tue Jun 25 13:32:08 2024] >> training [075]: 0.8875
[Tue Jun 25 13:32:10 2024] >> testing accuracy: 0.5933
[Tue Jun 25 13:32:29 2024] >> training [076]: 0.8888
[Tue Jun 25 13:32:31 2024] >> testing accuracy: 0.5863
[Tue Jun 25 13:32:51 2024] >> training [077]: 0.8905
[Tue Jun 25 13:32:52 2024] >> testing accuracy: 0.59
[Tue Jun 25 13:33:12 2024] >> training [078]: 0.8939
[Tue Jun 25 13:33:14 2024] >> testing accuracy: 0.5872
[Tue Jun 25 13:33:34 2024] >> training [079]: 0.8954
[Tue Jun 25 13:33:36 2024] >> testing accuracy: 0.591
[Tue Jun 25 13:33:55 2024] >> training [080]: 0.8992
[Tue Jun 25 13:33:57 2024] >> testing accuracy: 0.5929
[Tue Jun 25 13:34:17 2024] >> training [081]: 0.9027
[Tue Jun 25 13:34:19 2024] >> testing accuracy: 0.5972
[Tue Jun 25 13:34:38 2024] >> training [082]: 0.9081
[Tue Jun 25 13:34:40 2024] >> testing accuracy: 0.5926
[Tue Jun 25 13:35:00 2024] >> training [083]: 0.9077
[Tue Jun 25 13:35:02 2024] >> testing accuracy: 0.5951
[Tue Jun 25 13:35:21 2024] >> training [084]: 0.9098
[Tue Jun 25 13:35:23 2024] >> testing accuracy: 0.5995
[Tue Jun 25 13:35:42 2024] >> training [085]: 0.9127
[Tue Jun 25 13:35:44 2024] >> testing accuracy: 0.6006
[Tue Jun 25 13:36:03 2024] >> training [086]: 0.9152
[Tue Jun 25 13:36:05 2024] >> testing accuracy: 0.595
[Tue Jun 25 13:36:24 2024] >> training [087]: 0.9159
[Tue Jun 25 13:36:26 2024] >> testing accuracy: 0.5996
[Tue Jun 25 13:36:44 2024] >> training [088]: 0.9186
[Tue Jun 25 13:36:46 2024] >> testing accuracy: 0.5964
[Tue Jun 25 13:37:05 2024] >> training [089]: 0.9200
[Tue Jun 25 13:37:07 2024] >> testing accuracy: 0.5971
[Tue Jun 25 13:37:26 2024] >> training [090]: 0.9211
[Tue Jun 25 13:37:27 2024] >> testing accuracy: 0.5993
[Tue Jun 25 13:37:46 2024] >> training [091]: 0.9246
[Tue Jun 25 13:37:48 2024] >> testing accuracy: 0.6021
[Tue Jun 25 13:38:07 2024] >> training [092]: 0.9252
[Tue Jun 25 13:38:09 2024] >> testing accuracy: 0.6023
[Tue Jun 25 13:38:27 2024] >> training [093]: 0.9283
[Tue Jun 25 13:38:29 2024] >> testing accuracy: 0.5969
[Tue Jun 25 13:38:48 2024] >> training [094]: 0.9267
[Tue Jun 25 13:38:50 2024] >> testing accuracy: 0.6017
[Tue Jun 25 13:39:08 2024] >> training [095]: 0.9298
[Tue Jun 25 13:39:10 2024] >> testing accuracy: 0.5997
[Tue Jun 25 13:39:29 2024] >> training [096]: 0.9313
[Tue Jun 25 13:39:31 2024] >> testing accuracy: 0.6037
[Tue Jun 25 13:39:49 2024] >> training [097]: 0.9315
[Tue Jun 25 13:39:51 2024] >> testing accuracy: 0.6012
[Tue Jun 25 13:40:10 2024] >> training [098]: 0.9349
[Tue Jun 25 13:40:12 2024] >> testing accuracy: 0.6002
[Tue Jun 25 13:40:31 2024] >> training [099]: 0.9352
[Tue Jun 25 13:40:33 2024] >> testing accuracy: 0.6014
[Tue Jun 25 13:40:33 2024] >> TRAINING RESULT SAVED: ./modeloutput/resnet18Cifar100.pt
[Tue Jun 25 13:40:33 2024] >> 
[Tue Jun 25 13:40:33 2024] >> network: vgg11Cifar100
[Tue Jun 25 13:40:52 2024] >> training [000]: 0.0559
[Tue Jun 25 13:40:54 2024] >> testing accuracy: 0.0849
[Tue Jun 25 13:41:12 2024] >> training [001]: 0.1172
[Tue Jun 25 13:41:14 2024] >> testing accuracy: 0.1477
[Tue Jun 25 13:41:32 2024] >> training [002]: 0.1653
[Tue Jun 25 13:41:34 2024] >> testing accuracy: 0.1985
[Tue Jun 25 13:41:51 2024] >> training [003]: 0.2100
[Tue Jun 25 13:41:53 2024] >> testing accuracy: 0.21
[Tue Jun 25 13:42:11 2024] >> training [004]: 0.2437
[Tue Jun 25 13:42:13 2024] >> testing accuracy: 0.2594
[Tue Jun 25 13:42:31 2024] >> training [005]: 0.2744
[Tue Jun 25 13:42:33 2024] >> testing accuracy: 0.294
[Tue Jun 25 13:42:51 2024] >> training [006]: 0.3009
[Tue Jun 25 13:42:52 2024] >> testing accuracy: 0.3055
[Tue Jun 25 13:43:10 2024] >> training [007]: 0.3240
[Tue Jun 25 13:43:12 2024] >> testing accuracy: 0.3386
[Tue Jun 25 13:43:30 2024] >> training [008]: 0.3456
[Tue Jun 25 13:43:32 2024] >> testing accuracy: 0.3543
[Tue Jun 25 13:43:50 2024] >> training [009]: 0.3640
[Tue Jun 25 13:43:52 2024] >> testing accuracy: 0.3674
[Tue Jun 25 13:44:10 2024] >> training [010]: 0.3834
[Tue Jun 25 13:44:12 2024] >> testing accuracy: 0.368
[Tue Jun 25 13:44:30 2024] >> training [011]: 0.3972
[Tue Jun 25 13:44:32 2024] >> testing accuracy: 0.3946
[Tue Jun 25 13:44:50 2024] >> training [012]: 0.4107
[Tue Jun 25 13:44:52 2024] >> testing accuracy: 0.4106
[Tue Jun 25 13:45:10 2024] >> training [013]: 0.4259
[Tue Jun 25 13:45:12 2024] >> testing accuracy: 0.4208
[Tue Jun 25 13:45:30 2024] >> training [014]: 0.4359
[Tue Jun 25 13:45:32 2024] >> testing accuracy: 0.4226
[Tue Jun 25 13:45:50 2024] >> training [015]: 0.4459
[Tue Jun 25 13:45:52 2024] >> testing accuracy: 0.4332
[Tue Jun 25 13:46:10 2024] >> training [016]: 0.4628
[Tue Jun 25 13:46:11 2024] >> testing accuracy: 0.441
[Tue Jun 25 13:46:30 2024] >> training [017]: 0.4679
[Tue Jun 25 13:46:32 2024] >> testing accuracy: 0.4413
[Tue Jun 25 13:46:50 2024] >> training [018]: 0.4840
[Tue Jun 25 13:46:51 2024] >> testing accuracy: 0.453
[Tue Jun 25 13:47:09 2024] >> training [019]: 0.4919
[Tue Jun 25 13:47:11 2024] >> testing accuracy: 0.4618
[Tue Jun 25 13:47:29 2024] >> training [020]: 0.5038
[Tue Jun 25 13:47:31 2024] >> testing accuracy: 0.4751
[Tue Jun 25 13:47:49 2024] >> training [021]: 0.5149
[Tue Jun 25 13:47:51 2024] >> testing accuracy: 0.4718
[Tue Jun 25 13:48:11 2024] >> training [022]: 0.5191
[Tue Jun 25 13:48:13 2024] >> testing accuracy: 0.4788
[Tue Jun 25 13:48:32 2024] >> training [023]: 0.5287
[Tue Jun 25 13:48:34 2024] >> testing accuracy: 0.4817
[Tue Jun 25 13:48:53 2024] >> training [024]: 0.5403
[Tue Jun 25 13:48:54 2024] >> testing accuracy: 0.4917
[Tue Jun 25 13:49:13 2024] >> training [025]: 0.5482
[Tue Jun 25 13:49:15 2024] >> testing accuracy: 0.4949
[Tue Jun 25 13:49:33 2024] >> training [026]: 0.5539
[Tue Jun 25 13:49:35 2024] >> testing accuracy: 0.495
[Tue Jun 25 13:49:54 2024] >> training [027]: 0.5631
[Tue Jun 25 13:49:56 2024] >> testing accuracy: 0.502
[Tue Jun 25 13:50:14 2024] >> training [028]: 0.5688
[Tue Jun 25 13:50:16 2024] >> testing accuracy: 0.5087
[Tue Jun 25 13:50:34 2024] >> training [029]: 0.5805
[Tue Jun 25 13:50:36 2024] >> testing accuracy: 0.5114
[Tue Jun 25 13:50:54 2024] >> training [030]: 0.5854
[Tue Jun 25 13:50:56 2024] >> testing accuracy: 0.5138
[Tue Jun 25 13:51:15 2024] >> training [031]: 0.5964
[Tue Jun 25 13:51:17 2024] >> testing accuracy: 0.5182
[Tue Jun 25 13:51:35 2024] >> training [032]: 0.6012
[Tue Jun 25 13:51:37 2024] >> testing accuracy: 0.5209
[Tue Jun 25 13:51:55 2024] >> training [033]: 0.6090
[Tue Jun 25 13:51:57 2024] >> testing accuracy: 0.5247
[Tue Jun 25 13:52:16 2024] >> training [034]: 0.6159
[Tue Jun 25 13:52:18 2024] >> testing accuracy: 0.5165
[Tue Jun 25 13:52:36 2024] >> training [035]: 0.6217
[Tue Jun 25 13:52:38 2024] >> testing accuracy: 0.5336
[Tue Jun 25 13:52:56 2024] >> training [036]: 0.6288
[Tue Jun 25 13:52:58 2024] >> testing accuracy: 0.5311
[Tue Jun 25 13:53:17 2024] >> training [037]: 0.6388
[Tue Jun 25 13:53:19 2024] >> testing accuracy: 0.5333
[Tue Jun 25 13:53:38 2024] >> training [038]: 0.6481
[Tue Jun 25 13:53:40 2024] >> testing accuracy: 0.529
[Tue Jun 25 13:53:58 2024] >> training [039]: 0.6509
[Tue Jun 25 13:54:00 2024] >> testing accuracy: 0.5267
[Tue Jun 25 13:54:19 2024] >> training [040]: 0.6615
[Tue Jun 25 13:54:21 2024] >> testing accuracy: 0.5382
[Tue Jun 25 13:54:39 2024] >> training [041]: 0.6675
[Tue Jun 25 13:54:41 2024] >> testing accuracy: 0.5397
[Tue Jun 25 13:54:59 2024] >> training [042]: 0.6694
[Tue Jun 25 13:55:01 2024] >> testing accuracy: 0.5403
[Tue Jun 25 13:55:19 2024] >> training [043]: 0.6796
[Tue Jun 25 13:55:21 2024] >> testing accuracy: 0.5456
[Tue Jun 25 13:55:40 2024] >> training [044]: 0.6847
[Tue Jun 25 13:55:42 2024] >> testing accuracy: 0.5395
[Tue Jun 25 13:56:00 2024] >> training [045]: 0.6912
[Tue Jun 25 13:56:02 2024] >> testing accuracy: 0.5399
[Tue Jun 25 13:56:21 2024] >> training [046]: 0.6994
[Tue Jun 25 13:56:22 2024] >> testing accuracy: 0.5369
[Tue Jun 25 13:56:41 2024] >> training [047]: 0.7050
[Tue Jun 25 13:56:43 2024] >> testing accuracy: 0.5471
[Tue Jun 25 13:57:02 2024] >> training [048]: 0.7090
[Tue Jun 25 13:57:03 2024] >> testing accuracy: 0.5562
[Tue Jun 25 13:57:22 2024] >> training [049]: 0.7193
[Tue Jun 25 13:57:24 2024] >> testing accuracy: 0.5421
[Tue Jun 25 13:57:43 2024] >> training [050]: 0.7247
[Tue Jun 25 13:57:45 2024] >> testing accuracy: 0.5412
[Tue Jun 25 13:58:04 2024] >> training [051]: 0.7276
[Tue Jun 25 13:58:06 2024] >> testing accuracy: 0.5526
[Tue Jun 25 13:58:24 2024] >> training [052]: 0.7363
[Tue Jun 25 13:58:26 2024] >> testing accuracy: 0.55
[Tue Jun 25 13:58:44 2024] >> training [053]: 0.7420
[Tue Jun 25 13:58:46 2024] >> testing accuracy: 0.5624
[Tue Jun 25 13:59:05 2024] >> training [054]: 0.7482
[Tue Jun 25 13:59:07 2024] >> testing accuracy: 0.5606
[Tue Jun 25 13:59:25 2024] >> training [055]: 0.7534
[Tue Jun 25 13:59:27 2024] >> testing accuracy: 0.5522
[Tue Jun 25 13:59:45 2024] >> training [056]: 0.7542
[Tue Jun 25 13:59:47 2024] >> testing accuracy: 0.5559
[Tue Jun 25 14:00:06 2024] >> training [057]: 0.7626
[Tue Jun 25 14:00:08 2024] >> testing accuracy: 0.5551
[Tue Jun 25 14:00:26 2024] >> training [058]: 0.7702
[Tue Jun 25 14:00:28 2024] >> testing accuracy: 0.5608
[Tue Jun 25 14:00:46 2024] >> training [059]: 0.7740
[Tue Jun 25 14:00:48 2024] >> testing accuracy: 0.559
[Tue Jun 25 14:01:07 2024] >> training [060]: 0.7797
[Tue Jun 25 14:01:08 2024] >> testing accuracy: 0.5527
[Tue Jun 25 14:01:27 2024] >> training [061]: 0.7873
[Tue Jun 25 14:01:29 2024] >> testing accuracy: 0.5544
[Tue Jun 25 14:01:48 2024] >> training [062]: 0.7870
[Tue Jun 25 14:01:50 2024] >> testing accuracy: 0.5524
[Tue Jun 25 14:02:09 2024] >> training [063]: 0.7929
[Tue Jun 25 14:02:11 2024] >> testing accuracy: 0.5653
[Tue Jun 25 14:02:29 2024] >> training [064]: 0.7957
[Tue Jun 25 14:02:31 2024] >> testing accuracy: 0.5659
[Tue Jun 25 14:02:50 2024] >> training [065]: 0.8028
[Tue Jun 25 14:02:51 2024] >> testing accuracy: 0.5731
[Tue Jun 25 14:03:11 2024] >> training [066]: 0.8035
[Tue Jun 25 14:03:13 2024] >> testing accuracy: 0.5672
[Tue Jun 25 14:03:31 2024] >> training [067]: 0.8110
[Tue Jun 25 14:03:33 2024] >> testing accuracy: 0.5677
[Tue Jun 25 14:03:51 2024] >> training [068]: 0.8139
[Tue Jun 25 14:03:53 2024] >> testing accuracy: 0.5706
[Tue Jun 25 14:04:11 2024] >> training [069]: 0.8176
[Tue Jun 25 14:04:13 2024] >> testing accuracy: 0.5589
[Tue Jun 25 14:04:32 2024] >> training [070]: 0.8237
[Tue Jun 25 14:04:33 2024] >> testing accuracy: 0.5675
[Tue Jun 25 14:04:52 2024] >> training [071]: 0.8286
[Tue Jun 25 14:04:54 2024] >> testing accuracy: 0.5668
[Tue Jun 25 14:05:11 2024] >> training [072]: 0.8339
[Tue Jun 25 14:05:13 2024] >> testing accuracy: 0.5754
[Tue Jun 25 14:05:32 2024] >> training [073]: 0.8362
[Tue Jun 25 14:05:34 2024] >> testing accuracy: 0.5715
[Tue Jun 25 14:05:52 2024] >> training [074]: 0.8410
[Tue Jun 25 14:05:54 2024] >> testing accuracy: 0.5753
[Tue Jun 25 14:06:12 2024] >> training [075]: 0.8418
[Tue Jun 25 14:06:14 2024] >> testing accuracy: 0.5692
[Tue Jun 25 14:06:32 2024] >> training [076]: 0.8493
[Tue Jun 25 14:06:34 2024] >> testing accuracy: 0.5792
[Tue Jun 25 14:06:52 2024] >> training [077]: 0.8505
[Tue Jun 25 14:06:54 2024] >> testing accuracy: 0.567
[Tue Jun 25 14:07:12 2024] >> training [078]: 0.8525
[Tue Jun 25 14:07:14 2024] >> testing accuracy: 0.5802
[Tue Jun 25 14:07:32 2024] >> training [079]: 0.8577
[Tue Jun 25 14:07:34 2024] >> testing accuracy: 0.5776
[Tue Jun 25 14:07:52 2024] >> training [080]: 0.8608
[Tue Jun 25 14:07:54 2024] >> testing accuracy: 0.5737
[Tue Jun 25 14:08:12 2024] >> training [081]: 0.8598
[Tue Jun 25 14:08:14 2024] >> testing accuracy: 0.5704
[Tue Jun 25 14:08:33 2024] >> training [082]: 0.8621
[Tue Jun 25 14:08:35 2024] >> testing accuracy: 0.5674
[Tue Jun 25 14:08:53 2024] >> training [083]: 0.8684
[Tue Jun 25 14:08:55 2024] >> testing accuracy: 0.5713
[Tue Jun 25 14:09:13 2024] >> training [084]: 0.8719
[Tue Jun 25 14:09:15 2024] >> testing accuracy: 0.5661
[Tue Jun 25 14:09:33 2024] >> training [085]: 0.8715
[Tue Jun 25 14:09:35 2024] >> testing accuracy: 0.574
[Tue Jun 25 14:09:54 2024] >> training [086]: 0.8781
[Tue Jun 25 14:09:55 2024] >> testing accuracy: 0.5723
[Tue Jun 25 14:10:14 2024] >> training [087]: 0.8817
[Tue Jun 25 14:10:16 2024] >> testing accuracy: 0.5661
[Tue Jun 25 14:10:34 2024] >> training [088]: 0.8806
[Tue Jun 25 14:10:36 2024] >> testing accuracy: 0.5772
[Tue Jun 25 14:10:54 2024] >> training [089]: 0.8824
[Tue Jun 25 14:10:56 2024] >> testing accuracy: 0.5737
[Tue Jun 25 14:11:14 2024] >> training [090]: 0.8853
[Tue Jun 25 14:11:16 2024] >> testing accuracy: 0.5729
[Tue Jun 25 14:11:34 2024] >> training [091]: 0.8864
[Tue Jun 25 14:11:36 2024] >> testing accuracy: 0.5769
[Tue Jun 25 14:11:55 2024] >> training [092]: 0.8930
[Tue Jun 25 14:11:57 2024] >> testing accuracy: 0.5775
[Tue Jun 25 14:12:15 2024] >> training [093]: 0.8922
[Tue Jun 25 14:12:17 2024] >> testing accuracy: 0.58
[Tue Jun 25 14:12:35 2024] >> training [094]: 0.8992
[Tue Jun 25 14:12:37 2024] >> testing accuracy: 0.5843
[Tue Jun 25 14:12:55 2024] >> training [095]: 0.8993
[Tue Jun 25 14:12:57 2024] >> testing accuracy: 0.5765
[Tue Jun 25 14:13:16 2024] >> training [096]: 0.8982
[Tue Jun 25 14:13:17 2024] >> testing accuracy: 0.5781
[Tue Jun 25 14:13:35 2024] >> training [097]: 0.9014
[Tue Jun 25 14:13:37 2024] >> testing accuracy: 0.5771
[Tue Jun 25 14:13:55 2024] >> training [098]: 0.9015
[Tue Jun 25 14:13:57 2024] >> testing accuracy: 0.5683
[Tue Jun 25 14:14:15 2024] >> training [099]: 0.9055
[Tue Jun 25 14:14:17 2024] >> testing accuracy: 0.5777
[Tue Jun 25 14:14:17 2024] >> TRAINING RESULT SAVED: ./modeloutput/vgg11Cifar100.pt
[Tue Jun 25 14:14:17 2024] >> 
[Tue Jun 25 14:14:17 2024] >> network: vgg19Cifar100
[Tue Jun 25 14:14:38 2024] >> training [000]: 0.0616
[Tue Jun 25 14:14:40 2024] >> testing accuracy: 0.0796
[Tue Jun 25 14:15:02 2024] >> training [001]: 0.1315
[Tue Jun 25 14:15:04 2024] >> testing accuracy: 0.1515
[Tue Jun 25 14:15:26 2024] >> training [002]: 0.1840
[Tue Jun 25 14:15:28 2024] >> testing accuracy: 0.2085
[Tue Jun 25 14:15:49 2024] >> training [003]: 0.2360
[Tue Jun 25 14:15:51 2024] >> testing accuracy: 0.2384
[Tue Jun 25 14:16:12 2024] >> training [004]: 0.2778
[Tue Jun 25 14:16:14 2024] >> testing accuracy: 0.2838
[Tue Jun 25 14:16:36 2024] >> training [005]: 0.3115
[Tue Jun 25 14:16:38 2024] >> testing accuracy: 0.3027
[Tue Jun 25 14:16:59 2024] >> training [006]: 0.3402
[Tue Jun 25 14:17:01 2024] >> testing accuracy: 0.3539
[Tue Jun 25 14:17:22 2024] >> training [007]: 0.3701
[Tue Jun 25 14:17:24 2024] >> testing accuracy: 0.3786
[Tue Jun 25 14:17:45 2024] >> training [008]: 0.3960
[Tue Jun 25 14:17:47 2024] >> testing accuracy: 0.3824
[Tue Jun 25 14:18:09 2024] >> training [009]: 0.4187
[Tue Jun 25 14:18:11 2024] >> testing accuracy: 0.4041
[Tue Jun 25 14:18:32 2024] >> training [010]: 0.4347
[Tue Jun 25 14:18:34 2024] >> testing accuracy: 0.4381
[Tue Jun 25 14:18:56 2024] >> training [011]: 0.4529
[Tue Jun 25 14:18:58 2024] >> testing accuracy: 0.4366
[Tue Jun 25 14:19:20 2024] >> training [012]: 0.4707
[Tue Jun 25 14:19:22 2024] >> testing accuracy: 0.4631
[Tue Jun 25 14:19:44 2024] >> training [013]: 0.4839
